experiment,model,conditioning,prompt_type,count,overall_mean_physical_score,overall_std_physical_score,overall_mean_statistical_score,overall_std_statistical_score,overall_mean_depth_consistency,discard_rate,is_discarded,is_disappearance,is_duplicate,is_stillness
double_pendulum,COSMOS,single_frame_conditioning,enhanced,78,0.5546610404228952,0.20435548250256957,0.8582620942443333,0.30530674220388937,0.9664448544426532,0.10256410256410256,0.10256410256410256,0.0,0.0,0.10256410256410256
double_pendulum,COSMOS,single_frame_conditioning,plain,58,0.5382063891630059,0.17717601636841712,0.8649998111793358,0.3145881021115627,0.9633923395034303,0.08620689655172414,0.08620689655172414,0.0,0.0,0.08620689655172414
double_pendulum,CogVideo,multi_frame_conditioning,enhanced,84,0.525858311424339,0.14200524427293706,0.8772807938235235,0.23565970966015132,0.9586863577704512,0.05952380952380952,0.05952380952380952,0.0,0.0,0.05952380952380952
double_pendulum,CogVideo,multi_frame_conditioning,plain,65,0.5656405297801882,0.0490336164446991,0.9123482692091224,0.13157374009348224,0.9556367493899063,0.0,0.0,0.0,0.0,0.0
double_pendulum,CogVideo,single_frame_conditioning,enhanced,86,0.5776869081490215,0.14459312859753268,0.9045232228879264,0.20856147500021177,0.9539895988667164,0.046511627906976744,0.046511627906976744,0.0,0.0,0.046511627906976744
double_pendulum,CogVideo,single_frame_conditioning,plain,68,0.5371497150053482,0.06297486958112068,0.927520656855503,0.1358750379310493,0.9562236425786821,0.0,0.0,0.0,0.0,0.0
double_pendulum,LTX,multi_frame_conditioning,enhanced,85,0.6172182700030656,0.16853571565922126,0.9144895102534278,0.23299461737586633,0.959976707246081,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705
double_pendulum,LTX,multi_frame_conditioning,plain,67,0.6042214930608374,0.09700843344333258,0.9422890522520304,0.12462920809185671,0.9545943462341389,0.014925373134328358,0.014925373134328358,0.0,0.0,0.014925373134328358
double_pendulum,LTX,single_frame_conditioning,enhanced,99,0.1515884043066058,0.2877612789070137,0.2128405365399132,0.4013155709198992,0.9874202612844493,0.7777777777777778,0.7777777777777778,0.0,0.0,0.7777777777777778
double_pendulum,LTX,single_frame_conditioning,plain,95,0.44825276943045284,0.32727871194660957,0.6356995660440972,0.4594711540146516,0.9722740504457132,0.3368421052631579,0.3368421052631579,0.0,0.0,0.3368421052631579
double_pendulum,PyramidalFlow,multi_frame_conditioning,enhanced,67,0.5652533624772097,0.24481467524272366,0.8408604260927601,0.3551613483032862,0.9637649415925627,0.14925373134328357,0.14925373134328357,0.0,0.0,0.14925373134328357
double_pendulum,PyramidalFlow,multi_frame_conditioning,plain,46,0.5509005909395113,0.2414178570486734,0.8291223993646386,0.35724499813276156,0.9513608005614268,0.15217391304347827,0.15217391304347827,0.0,0.0,0.15217391304347827
double_pendulum,PyramidalFlow,single_frame_conditioning,enhanced,87,0.46322002868978174,0.2445523801515648,0.7657539719647471,0.396037294028085,0.957353900023727,0.20689655172413793,0.20689655172413793,0.0,0.0,0.20689655172413793
double_pendulum,PyramidalFlow,single_frame_conditioning,plain,78,0.5114387805874377,0.2270172412041911,0.8085788337943646,0.3519402802390455,0.9549930908879805,0.15384615384615385,0.15384615384615385,0.0,0.0,0.15384615384615385
double_pendulum,real-world,none,none,10,0.9384477776040429,0.03432723325622813,0.9931654190295376,0.004816680986638319,0.9576866125496155,0.0,0.0,0.0,0.0,0.0
falling_ball,COSMOS,multi_frame_conditioning,enhanced,101,0.3947105962094872,0.3549886569729631,0.19580012531890523,0.292510283237646,0.9627051471318133,0.4158415841584158,0.4158415841584158,0.0,0.3465346534653465,0.06930693069306931
falling_ball,COSMOS,multi_frame_conditioning,plain,101,0.23307519672574553,0.34677430154850286,0.1439976511954765,0.2791713459649137,0.958986402067228,0.6732673267326733,0.6732673267326733,0.0,0.6237623762376238,0.04950495049504951
falling_ball,COSMOS,single_frame_conditioning,enhanced,101,0.5468184402798937,0.23757353256243618,0.345191521987702,0.36685908515836624,0.9577141628992559,0.10891089108910891,0.10891089108910891,0.019801980198019802,0.019801980198019802,0.06930693069306931
falling_ball,COSMOS,single_frame_conditioning,plain,101,0.3685549981283665,0.302920823790557,0.24640648042748126,0.32729594814963286,0.7461465209032773,0.3465346534653465,0.3465346534653465,0.2376237623762376,0.0,0.10891089108910891
falling_ball,CogVideo,keyframe_interpolation,enhanced,100,0.3718985723171497,0.3856265457491297,0.12764782063884034,0.28646726600618955,0.9324919407492669,0.5,0.5,0.01,0.49,0.0
falling_ball,CogVideo,keyframe_interpolation,plain,98,0.2201369965261607,0.3540728877055751,0.07496484700298035,0.22869256368166607,0.9409017860982255,0.7142857142857143,0.7142857142857143,0.0,0.7040816326530612,0.01020408163265306
falling_ball,CogVideo,multi_frame_conditioning,enhanced,100,0.45737128755993156,0.3913770825031549,0.21357732948548214,0.3075885798763067,0.8512426467535468,0.4,0.4,0.1,0.01,0.29
falling_ball,CogVideo,multi_frame_conditioning,plain,96,0.32021128959129774,0.38045575658774294,0.11864707312678595,0.21336684742186246,0.862984037687519,0.5625,0.5625,0.10416666666666667,0.2916666666666667,0.16666666666666666
falling_ball,CogVideo,single_frame_conditioning,enhanced,93,0.3695026383626797,0.35754469112143406,0.12491694687386017,0.2129023926709707,0.8355734790780495,0.44086021505376344,0.44086021505376344,0.11827956989247312,0.11827956989247312,0.20430107526881722
falling_ball,CogVideo,single_frame_conditioning,plain,98,0.1485276416044748,0.2813107028293555,0.05120456420955802,0.15539708139314182,0.7600283747110348,0.7653061224489796,0.7653061224489796,0.21428571428571427,0.42857142857142855,0.12244897959183673
falling_ball,LTX,multi_frame_conditioning,enhanced,100,0.3707583068678022,0.370085762267776,0.17731473324622804,0.29566462062512755,0.8197558312551162,0.45,0.45,0.14,0.03,0.28
falling_ball,LTX,multi_frame_conditioning,plain,100,0.44377395428783617,0.28786915986464545,0.26461914825684935,0.32474235866142925,0.9194298472065066,0.23,0.23,0.03,0.03,0.17
falling_ball,LTX,single_frame_conditioning,enhanced,100,0.3923518975537511,0.4274111492162196,0.09111648735053098,0.23165192995262363,0.9452611636792292,0.52,0.52,0.04,0.02,0.46
falling_ball,LTX,single_frame_conditioning,plain,100,0.4470562689356628,0.32240877800604056,0.2889790683285402,0.34441426675002546,0.9359128157039907,0.28,0.28,0.02,0.19,0.07
falling_ball,PyramidalFlow,multi_frame_conditioning,enhanced,100,0.5108689905836393,0.34323600733767484,0.21930033080328765,0.2964609425421692,0.8109319530322234,0.27,0.27,0.16,0.0,0.11
falling_ball,PyramidalFlow,multi_frame_conditioning,plain,100,0.5820467396338053,0.28942262598934093,0.3361288000682785,0.3299932345605428,0.9260437093447813,0.14,0.14,0.04,0.0,0.1
falling_ball,PyramidalFlow,single_frame_conditioning,enhanced,100,0.4908859456223744,0.3620431718945521,0.26141902566424075,0.31788042577815195,0.8646988443591072,0.32,0.32,0.11,0.0,0.21
falling_ball,PyramidalFlow,single_frame_conditioning,plain,98,0.5686251233448335,0.27830106093565177,0.1752281082337634,0.219908491704401,0.9333401328417381,0.11224489795918367,0.11224489795918367,0.030612244897959183,0.0,0.08163265306122448
falling_ball,real-world,none,none,10,0.9774758212218725,0.005962397977216828,0.9943998499005042,0.0009832507462553277,0.9379311314585517,0.0,0.0,0.0,0.0,0.0
holonomic_pendulum,COSMOS,multi_frame_conditioning,enhanced,100,0.7025216251564604,0.3340304096403615,0.6738485153364719,0.3493136182808305,0.9721361429288409,0.17,0.17,0.0,0.17,0.0
holonomic_pendulum,COSMOS,multi_frame_conditioning,plain,99,0.5346912298948903,0.42156702832311366,0.4695766208225008,0.40331477955167144,0.96955118598862,0.37373737373737376,0.37373737373737376,0.0,0.37373737373737376,0.0
holonomic_pendulum,COSMOS,single_frame_conditioning,enhanced,100,0.4835593800169026,0.38401777645790647,0.512049806474764,0.4164869926440345,0.9655702559607322,0.37,0.37,0.01,0.14,0.22
holonomic_pendulum,COSMOS,single_frame_conditioning,plain,100,0.48099511169121373,0.32878471675622645,0.5414592611700653,0.37659513997779404,0.9781084153792853,0.25,0.25,0.0,0.14,0.11
holonomic_pendulum,CogVideo,keyframe_interpolation,enhanced,100,0.6338493086115436,0.16956144989551167,0.8484476543599132,0.18886917098406006,0.9386337924416734,0.0,0.0,0.0,0.0,0.0
holonomic_pendulum,CogVideo,keyframe_interpolation,plain,100,0.6602417808729965,0.19961508907807912,0.8502877782853937,0.19216497838699861,0.9438602937313995,0.03,0.03,0.0,0.0,0.03
holonomic_pendulum,CogVideo,multi_frame_conditioning,enhanced,100,0.5854596150656524,0.22176683624861204,0.3654060347552718,0.2692249892389813,0.9144370008932783,0.07,0.07,0.04,0.0,0.03
holonomic_pendulum,CogVideo,multi_frame_conditioning,plain,100,0.528139312876199,0.25878129183241466,0.5334907218785169,0.33691328649294394,0.9121116656684437,0.14,0.14,0.04,0.05,0.05
holonomic_pendulum,CogVideo,single_frame_conditioning,enhanced,99,0.544796029978264,0.2547403330341167,0.352808143522837,0.3435340325792233,0.9505511847587277,0.1414141414141414,0.1414141414141414,0.0,0.06060606060606061,0.08080808080808081
holonomic_pendulum,CogVideo,single_frame_conditioning,plain,100,0.351808772437943,0.3160962525990855,0.42670805700792314,0.3975288938165813,0.8916967291061567,0.4,0.4,0.06,0.27,0.07
holonomic_pendulum,LTX,multi_frame_conditioning,enhanced,100,0.6187324214302357,0.2957267906174716,0.5012776256405318,0.334807844657125,0.9515029797458793,0.14,0.14,0.0,0.0,0.14
holonomic_pendulum,LTX,multi_frame_conditioning,plain,100,0.5986141935488098,0.3595647409198065,0.5219453185794243,0.35797439185740637,0.9524084250615915,0.24,0.24,0.0,0.01,0.23
holonomic_pendulum,LTX,single_frame_conditioning,enhanced,100,0.06522651693232745,0.22684453118143982,0.046151142573963605,0.17747337828193355,0.9854051462495675,0.92,0.92,0.0,0.01,0.91
holonomic_pendulum,LTX,single_frame_conditioning,plain,100,0.34796374171457983,0.4072587180372404,0.2563179695645828,0.34744536171814316,0.9778565831289963,0.56,0.56,0.0,0.01,0.55
holonomic_pendulum,PyramidalFlow,multi_frame_conditioning,enhanced,100,0.6863764312296897,0.29131709854080834,0.46148512392542573,0.33577533106392143,0.9447772844702174,0.13,0.13,0.01,0.04,0.08
holonomic_pendulum,PyramidalFlow,multi_frame_conditioning,plain,100,0.5477482123966805,0.3008935025230001,0.4526852309124885,0.32067748341492236,0.914161863857523,0.13,0.13,0.04,0.03,0.06
holonomic_pendulum,PyramidalFlow,single_frame_conditioning,enhanced,100,0.5230730573236636,0.3876136297023704,0.42758616857109677,0.395962296181,0.9196339268169591,0.34,0.34,0.03,0.04,0.27
holonomic_pendulum,PyramidalFlow,single_frame_conditioning,plain,98,0.407566508611884,0.3059194879158016,0.4463882968456772,0.3566712735695664,0.9152709963869525,0.23469387755102042,0.23469387755102042,0.04081632653061224,0.0,0.19387755102040816
holonomic_pendulum,real-world,none,none,18,0.9389751062135024,0.07365403711185499,0.9784193990188359,0.03145468183729257,0.9652733403608578,0.0,0.0,0.0,0.0,0.0
non_holonomic,COSMOS,multi_frame_conditioning,enhanced,99,0.5937274220187465,0.4529389576732425,0.44514317731779174,0.353430391639021,0.9544526669789106,0.36363636363636365,0.36363636363636365,0.0,0.31313131313131315,0.050505050505050504
non_holonomic,COSMOS,multi_frame_conditioning,plain,101,0.6087321899320006,0.45593094117237876,0.4647665330649054,0.3653556617276742,0.9529830699692253,0.3564356435643564,0.3564356435643564,0.0,0.31683168316831684,0.039603960396039604
non_holonomic,COSMOS,single_frame_conditioning,enhanced,98,0.5374512723119259,0.44051214629466007,0.45415940921841275,0.3809837144244383,0.9582146174076529,0.37755102040816324,0.37755102040816324,0.01020408163265306,0.1836734693877551,0.1836734693877551
non_holonomic,COSMOS,single_frame_conditioning,plain,98,0.6869330511360416,0.40156248237026415,0.5433140821143165,0.3503378427044552,0.9530901610191662,0.24489795918367346,0.24489795918367346,0.01020408163265306,0.0,0.23469387755102042
non_holonomic,CogVideo,keyframe_interpolation,enhanced,100,0.4478932907313271,0.274234215777925,0.7070415201584381,0.39723104875352444,0.9602039622117582,0.23,0.23,0.0,0.0,0.23
non_holonomic,CogVideo,keyframe_interpolation,plain,100,0.5031934019963883,0.24003395858630425,0.7651580866181769,0.3540636737506689,0.9586142078258056,0.16,0.16,0.0,0.0,0.16
non_holonomic,CogVideo,multi_frame_conditioning,enhanced,100,0.5025633229186872,0.17466811082341352,0.7972168509258687,0.1946004711543176,0.9563890897542663,0.04,0.04,0.01,0.0,0.03
non_holonomic,CogVideo,multi_frame_conditioning,plain,100,0.49548404727113843,0.17678788353817862,0.8035500380151341,0.1735197051473722,0.9635983258323645,0.03,0.03,0.0,0.0,0.03
non_holonomic,CogVideo,single_frame_conditioning,enhanced,89,0.4516852864537022,0.19725125774667213,0.8337186707640135,0.30128891650273787,0.9653165845707115,0.10112359550561797,0.10112359550561797,0.0,0.07865168539325842,0.02247191011235955
non_holonomic,CogVideo,single_frame_conditioning,plain,98,0.4845088647969595,0.1925921053031646,0.8615722708175436,0.24898866684497176,0.9590003080225533,0.061224489795918366,0.061224489795918366,0.01020408163265306,0.02040816326530612,0.030612244897959183
non_holonomic,LTX,multi_frame_conditioning,enhanced,100,0.6847826542767936,0.32558514979778025,0.6152930072006606,0.3011862978566946,0.9735375836654597,0.13,0.13,0.0,0.02,0.11
non_holonomic,LTX,multi_frame_conditioning,plain,100,0.6524901378814459,0.313260399625004,0.5820970820980752,0.2951137644552628,0.9742310766756007,0.14,0.14,0.0,0.02,0.12
non_holonomic,LTX,single_frame_conditioning,enhanced,100,0.2328498749584742,0.3891823805170569,0.15386447446909532,0.2862461841474251,0.9825534208538808,0.72,0.72,0.0,0.02,0.7
non_holonomic,LTX,single_frame_conditioning,plain,100,0.5039552125460411,0.4269722877277162,0.40452553553733894,0.3697878416578029,0.9775497742329915,0.39,0.39,0.0,0.03,0.36
non_holonomic,PyramidalFlow,multi_frame_conditioning,enhanced,98,0.4457487668656413,0.45472623189218214,0.3398568842491972,0.3702755751936929,0.9345189801552698,0.5,0.5,0.02040816326530612,0.07142857142857142,0.40816326530612246
non_holonomic,PyramidalFlow,multi_frame_conditioning,plain,100,0.465544399497083,0.4552050448725769,0.3340868465635703,0.3557919272438602,0.9401906970384423,0.48,0.48,0.01,0.02,0.45
non_holonomic,PyramidalFlow,single_frame_conditioning,enhanced,100,0.511982134434051,0.3886426125078459,0.5211211527194233,0.407828348488401,0.9643465541760324,0.33,0.33,0.0,0.05,0.28
non_holonomic,PyramidalFlow,single_frame_conditioning,plain,100,0.4804829918095092,0.36025587661320063,0.51034342757524,0.4108263592121721,0.9579729378287855,0.3,0.3,0.0,0.02,0.28
non_holonomic,real-world,none,none,12,0.9958687336952563,0.0018748739957288787,0.9759063937176936,0.04815660338436164,0.9725678073665961,0.0,0.0,0.0,0.0,0.0
projectile,COSMOS,multi_frame_conditioning,enhanced,101,0.35005157865415604,0.296618873124461,0.3014972721640267,0.3200251291590114,0.9754040930372029,0.38613861386138615,0.38613861386138615,0.0,0.22772277227722773,0.15841584158415842
projectile,COSMOS,multi_frame_conditioning,plain,92,0.29670119285316904,0.2622985183989438,0.28456702479948726,0.3338371909493193,0.965338401638999,0.40217391304347827,0.40217391304347827,0.010869565217391304,0.2826086956521739,0.10869565217391304
projectile,COSMOS,single_frame_conditioning,enhanced,101,0.27619650316156785,0.3333880946600404,0.31200260098758065,0.3822664329077648,0.8311938986474042,0.5742574257425742,0.5742574257425742,0.15841584158415842,0.0,0.4158415841584158
projectile,COSMOS,single_frame_conditioning,plain,85,0.3079108103443319,0.30478924634223653,0.3073373392037708,0.36653665675783703,0.8808677910952563,0.43529411764705883,0.43529411764705883,0.10588235294117647,0.0,0.32941176470588235
projectile,CogVideo,keyframe_interpolation,enhanced,100,0.5059169068952898,0.28662031277756383,0.611784792280044,0.3233080783475769,0.9882258821597639,0.2,0.2,0.0,0.2,0.0
projectile,CogVideo,keyframe_interpolation,plain,100,0.2745542308876075,0.30833426974091205,0.3536816235718374,0.3926509273216757,0.9870281201336024,0.53,0.53,0.0,0.53,0.0
projectile,CogVideo,multi_frame_conditioning,enhanced,100,0.2731597585478169,0.289391705722607,0.38153990195271137,0.3837431621800044,0.800182078631308,0.43,0.43,0.18,0.11,0.14
projectile,CogVideo,multi_frame_conditioning,plain,100,0.22675933453654593,0.2895431892588951,0.27692799728584305,0.3600637033381433,0.8629028491436606,0.55,0.55,0.12,0.37,0.06
projectile,CogVideo,single_frame_conditioning,enhanced,51,0.2507312456557546,0.3408011380356448,0.31129826916532766,0.3909727264781412,0.8921224676218438,0.5882352941176471,0.5882352941176471,0.0784313725490196,0.43137254901960786,0.0784313725490196
projectile,CogVideo,single_frame_conditioning,plain,100,0.1340108615811003,0.25997613024858746,0.18339659510496864,0.3401847585797553,0.9100162521991835,0.74,0.74,0.07,0.56,0.11
projectile,LTX,multi_frame_conditioning,enhanced,100,0.15036650524339884,0.2898896030160089,0.19109691768805476,0.3455464099122824,0.4341820677973096,0.76,0.76,0.56,0.0,0.2
projectile,LTX,multi_frame_conditioning,plain,100,0.16836082477774358,0.27230546488425617,0.22274240243275412,0.35056805747331043,0.6205696283369415,0.69,0.69,0.37,0.0,0.32
projectile,LTX,single_frame_conditioning,enhanced,100,0.4009177194343586,0.43716972798412757,0.41228946019194795,0.44911633141667234,0.9843517996510959,0.54,0.54,0.0,0.0,0.54
projectile,LTX,single_frame_conditioning,plain,100,0.5003930475789959,0.4338369588324286,0.517816781383207,0.44317153347488486,0.9859099256694335,0.42,0.42,0.0,0.01,0.41
projectile,PyramidalFlow,multi_frame_conditioning,enhanced,100,0.23246189771140485,0.3349309561011959,0.17450450685353494,0.29890288691150607,0.7049325258216936,0.66,0.66,0.28,0.0,0.38
projectile,PyramidalFlow,multi_frame_conditioning,plain,99,0.3995883207467483,0.3512156243145185,0.33558156939972517,0.35970554429235024,0.8091520155532854,0.3939393939393939,0.3939393939393939,0.1717171717171717,0.0,0.2222222222222222
projectile,PyramidalFlow,single_frame_conditioning,enhanced,100,0.41035843025403623,0.41160775898518115,0.43238228560234526,0.43508593151885944,0.7382539312091094,0.48,0.48,0.24,0.0,0.24
projectile,PyramidalFlow,single_frame_conditioning,plain,100,0.40974375727829915,0.39209639832669907,0.44408129076124747,0.4209190293389421,0.8302036271233938,0.43,0.43,0.15,0.0,0.28
projectile,real-world,none,none,14,0.8615754647723073,0.08217332266794156,0.8283528592962138,0.08457855870719742,0.9994854563602649,0.0,0.0,0.0,0.0,0.0
