experiment_category,model,conditioning,prompt_type,total_count,score_sum_mean,statistical_score_mean,physical_score_mean,discard_rate,statistical_proportion,physical_proportion
bouncing,WAN-2.1,keyframe_interpolation,enhanced,23,0.8899732633820888,0.46879947147111817,0.4211737919109706,0.0,0.526756803557873,0.47324319644212687
bouncing,WAN-2.1,keyframe_interpolation,plain,21,0.8772886278516585,0.46310762983514764,0.4141809980165108,0.0,0.5278851396594815,0.4721148603405184
bouncing,WAN-2.1,single_frame_conditioning,enhanced,21,0.32205965201984355,0.11806710321603095,0.20399254880381262,0.2857142857142857,0.3666001080096687,0.6333998919903314
collision,COSMOS-predict1,multi_frame_conditioning,enhanced,60,0.3892967571695311,0.20160178450846206,0.2093398794546029,0.4057971014492754,0.51786145349438,0.5377385647305546
collision,COSMOS-predict1,multi_frame_conditioning,plain,60,0.22210737531185623,0.14694462803909453,0.1102551635786952,0.6376811594202898,0.6615927446478205,0.496404783604724
collision,COSMOS-predict1,single_frame_conditioning,enhanced,62,0.17199422215648474,0.08318193995332314,0.10116824269997343,0.6666666666666666,0.4836321761881168,0.5882072166815463
collision,COSMOS-predict1,single_frame_conditioning,plain,63,0.15692328471311037,0.08951831859996254,0.088203215374376,0.6811594202898551,0.5704591180564526,0.5620785693826796
collision,COSMOS-predict2,multi_frame_conditioning,enhanced,53,0.49966926644832543,0.28073474513902247,0.2395835885470117,0.3770491803278688,0.5618411297026518,0.4794843402116445
collision,COSMOS-predict2,multi_frame_conditioning,plain,60,0.4718423848321932,0.24490682102016822,0.239534689343261,0.391304347826087,0.5190437080112404,0.5076582711585979
collision,COSMOS-predict2,single_frame_conditioning,enhanced,64,0.18375549644751743,0.09831649882534048,0.10517319271346011,0.6956521739130435,0.5350397714683911,0.5723539961891628
collision,COSMOS-predict2,single_frame_conditioning,plain,62,0.09896890377352256,0.04736389883747914,0.05475604947310741,0.84375,0.4785735421083905,0.5532651912403667
collision,CogVideo,keyframe_interpolation,enhanced,60,0.45062605236342035,0.21703852364207332,0.25374346121364094,0.2753623188405797,0.48163776262770613,0.5630909706236918
collision,CogVideo,keyframe_interpolation,plain,61,0.4724541039125396,0.2351499557080815,0.24088579267599142,0.2753623188405797,0.4977202097743071,0.509860726536485
collision,CogVideo,multi_frame_conditioning,enhanced,60,0.3237494715188823,0.18896203214863894,0.16190105792202786,0.43478260869565216,0.5836674613308765,0.5000813041098205
collision,CogVideo,multi_frame_conditioning,plain,60,0.3076741419369618,0.17794703250625876,0.15069676948440217,0.463768115942029,0.5783620013888514,0.4897934175933376
collision,CogVideo,single_frame_conditioning,enhanced,63,0.17044511611056384,0.10919214830176258,0.08376469862281716,0.6521739130434783,0.6406293755635223,0.4914467515072765
collision,CogVideo,single_frame_conditioning,plain,64,0.16020231988887934,0.08021170765115947,0.08941263036555804,0.6521739130434783,0.5006900505984961,0.5581231933943095
collision,LTX,multi_frame_conditioning,enhanced,60,0.40131318370815067,0.19027865659315168,0.219284385065604,0.4090909090909091,0.47414005898079126,0.5464170975879912
collision,LTX,multi_frame_conditioning,plain,60,0.3458891824456384,0.17418296218214926,0.1779412448463334,0.4696969696969697,0.503580253509445,0.5144458221797656
collision,LTX,single_frame_conditioning,enhanced,60,0.11120765452199945,0.08609082697815336,0.06211949577286361,0.7246376811594203,0.7741447955915894,0.5585901082067596
collision,LTX,single_frame_conditioning,plain,60,0.1892989852813509,0.10870519141004382,0.10801427249533568,0.6376811594202898,0.5742513159723371,0.5706014342062978
collision,PyramidalFlow,multi_frame_conditioning,enhanced,60,0.41029484356451523,0.17279726250099037,0.24969592834457438,0.4393939393939394,0.4211538731507834,0.6085768131407479
collision,PyramidalFlow,multi_frame_conditioning,plain,60,0.36725689684698887,0.1668788848906061,0.2203366593675182,0.48484848484848486,0.45439278696550456,0.5999524073180785
collision,PyramidalFlow,single_frame_conditioning,enhanced,60,0.3916116585553401,0.15772456683124564,0.25028310318744335,0.4057971014492754,0.4027575874862699,0.6391104496498919
collision,PyramidalFlow,single_frame_conditioning,plain,60,0.4666745714021857,0.18336851464150503,0.29737886254584317,0.2898550724637681,0.3929258757136691,0.6372296258875406
collision,WAN-2.1,keyframe_interpolation,enhanced,60,0.08026850797137214,0.06180124102151789,0.052790061283058055,0.7681159420289855,0.76993135394468,0.6576684009360894
collision,WAN-2.1,keyframe_interpolation,plain,27,0.2955764716837195,0.16740706853860804,0.18443236264600782,0.4722222222222222,0.5663748118549211,0.6239751141063724
collision,WAN-2.1,single_frame_conditioning,enhanced,63,0.15258186372657093,0.10481100798722394,0.07404662541912042,0.7391304347826086,0.6869165536937397,0.48529113231840665
collision,WAN-2.1,single_frame_conditioning,plain,63,0.05003034996324399,0.03991825902154951,0.028366971192166746,0.8405797101449275,0.7978808673310586,0.5669952581384545
double pendulum,COSMOS-predict1,multi_frame_conditioning,enhanced,3,0.39403502571024385,0.19027000417311987,0.20376502153712397,0.3333333333333333,0.4828758657435599,0.5171241342564401
double pendulum,COSMOS-predict1,multi_frame_conditioning,plain,1,0.8251741416030699,0.4942163927480578,0.3309577488550121,0.0,0.5989237517646168,0.4010762482353832
double pendulum,COSMOS-predict1,single_frame_conditioning,enhanced,23,0.03762241708957972,0.01985417209241701,0.01776824499716271,0.9565217391304348,0.5277218644709571,0.4722781355290429
double pendulum,COSMOS-predict1,single_frame_conditioning,plain,23,0.10313638367125508,0.05184497781421827,0.051291405857036794,0.8695652173913043,0.5026836890022534,0.4973163109977465
double pendulum,COSMOS-predict2,multi_frame_conditioning,enhanced,3,0.7457088238889608,0.4473338980120995,0.29837492587686143,0.0,0.5998774369856584,0.40012256301434185
double pendulum,COSMOS-predict2,multi_frame_conditioning,plain,1,0.7811838651314142,0.4312673285603523,0.3499165365710619,0.0,0.5520689146438049,0.4479310853561951
double pendulum,COSMOS-predict2,single_frame_conditioning,enhanced,23,0.1554404400617634,0.08600171497306766,0.06943872508869575,0.8260869565217391,0.5532776087026989,0.44672239129730107
double pendulum,COSMOS-predict2,single_frame_conditioning,plain,23,0.1059080791593146,0.05479355658526006,0.051114522574054556,0.8695652173913043,0.5173689960218769,0.4826310039781232
double pendulum,CogVideo,keyframe_interpolation,enhanced,23,0.1557056404253715,0.07691841831673747,0.07878722210863404,0.7391304347826086,0.493998920698084,0.5060010793019161
double pendulum,CogVideo,keyframe_interpolation,plain,22,0.056785605185999906,0.03167844800786539,0.025107157178134522,0.9090909090909091,0.55786053356486,0.44213946643514007
double pendulum,CogVideo,multi_frame_conditioning,enhanced,20,0.3639822784192167,0.23636762655916668,0.14059251540668824,0.47619047619047616,0.6493932275651348,0.3862619796141854
double pendulum,CogVideo,multi_frame_conditioning,plain,20,0.29850896062351273,0.22571430938399356,0.110912010572138,0.5217391304347826,0.7561391420630429,0.37155337092886503
double pendulum,CogVideo,single_frame_conditioning,enhanced,21,0.33263510604781815,0.22833287911287145,0.12831861409928877,0.5217391304347826,0.6864365034280155,0.38576389492948543
double pendulum,CogVideo,single_frame_conditioning,plain,21,0.24101742720072064,0.18399603762056516,0.08348434071917213,0.6086956521739131,0.7634138317613532,0.3463830051162479
double pendulum,LTX,multi_frame_conditioning,enhanced,21,0.40994897045226525,0.25812110145141004,0.1729265193465824,0.43478260869565216,0.6296420287789596,0.4218244996585937
double pendulum,LTX,multi_frame_conditioning,plain,16,0.2833955560563017,0.24921791933801224,0.10904039597512466,0.47619047619047616,0.8793995318984485,0.384763958519737
double pendulum,LTX,single_frame_conditioning,enhanced,23,0.1468436049304508,0.08273521820893107,0.06410838672151974,0.8260869565217391,0.5634240472924699,0.43657595270753025
double pendulum,LTX,single_frame_conditioning,plain,22,0.2522631814170893,0.16618873578250792,0.10123755862501298,0.6521739130434783,0.6587910881363745,0.40131721980318585
double pendulum,PyramidalFlow,multi_frame_conditioning,enhanced,22,0.4050404773033399,0.2393206911603391,0.1657197861430008,0.5,0.5908562343044762,0.40914376569552374
double pendulum,PyramidalFlow,multi_frame_conditioning,plain,18,0.2558448034063524,0.2254359340703282,0.1038308024829796,0.5217391304347826,0.8811432988626058,0.4058351043310719
double pendulum,PyramidalFlow,single_frame_conditioning,enhanced,22,0.37876162033042715,0.24644735594705233,0.143523778375676,0.4782608695652174,0.6506661253905678,0.3789290431550788
double pendulum,PyramidalFlow,single_frame_conditioning,plain,18,0.3895006736395702,0.29338575012313767,0.1505255196687794,0.391304347826087,0.7532355397018549,0.38645766196561254
double pendulum,WAN-2.1,keyframe_interpolation,enhanced,23,0.2610905044905874,0.14561270171796661,0.11547780277262079,0.6521739130434783,0.5577096800286588,0.44229031997134116
double pendulum,WAN-2.1,keyframe_interpolation,plain,15,0.5617369637738203,0.2919922465613733,0.2697447172124471,0.2,0.5198024438337336,0.48019755616626647
double pendulum,WAN-2.1,single_frame_conditioning,enhanced,17,0.0,0.0,0.0,1.0,0.0,0.0
falling,COSMOS-predict1,multi_frame_conditioning,enhanced,27,0.07045075775509878,0.021631183448355136,0.048819574306743635,0.8518518518518519,0.3070397556765755,0.6929602443234244
falling,COSMOS-predict1,multi_frame_conditioning,plain,27,0.1228096533843412,0.03710756208124829,0.08570209130309292,0.7407407407407407,0.3021550917102391,0.697844908289761
falling,COSMOS-predict1,single_frame_conditioning,enhanced,119,0.23313251407445387,0.050277639806770844,0.18285487426768304,0.5294117647058824,0.21566120884671638,0.7843387911532836
falling,COSMOS-predict1,single_frame_conditioning,plain,119,0.25209136541735044,0.053624403084878786,0.19846696233247166,0.4957983193277311,0.2127181270016955,0.7872818729983044
falling,COSMOS-predict2,multi_frame_conditioning,enhanced,27,0.218749679651514,0.09216945960488757,0.12658022004662647,0.6666666666666666,0.4213467180922093,0.5786532819077909
falling,COSMOS-predict2,multi_frame_conditioning,plain,27,0.20632618514177262,0.08174447305899753,0.12458171208277508,0.6666666666666666,0.39619049323685485,0.603809506763145
falling,COSMOS-predict2,single_frame_conditioning,enhanced,119,0.5884970758475867,0.26886201234762247,0.3196350634999643,0.21008403361344538,0.4568621041326199,0.5431378958673801
falling,COSMOS-predict2,single_frame_conditioning,plain,119,0.44279488883899837,0.17959353195578437,0.263201356883214,0.36134453781512604,0.4055907971898139,0.5944092028101862
falling,CogVideo,keyframe_interpolation,enhanced,119,0.37076068793665207,0.08241945787330958,0.2883412300633425,0.15966386554621848,0.22229826557931007,0.77770173442069
falling,CogVideo,keyframe_interpolation,plain,119,0.3386663904566456,0.061557806446741734,0.27710858400990385,0.15126050420168066,0.18176532476027338,0.8182346752397266
falling,CogVideo,multi_frame_conditioning,enhanced,119,0.29869823110519816,0.09291274187059827,0.2057854892345999,0.453781512605042,0.31105889555092625,0.6889411044490737
falling,CogVideo,multi_frame_conditioning,plain,73,0.2733271196919899,0.07884371897967285,0.19448340071231707,0.4931506849315068,0.2884591879083246,0.7115408120916754
falling,CogVideo,single_frame_conditioning,enhanced,119,0.30501387529206647,0.07576010339989961,0.22925377189216686,0.3025210084033613,0.24838248203415472,0.7516175179658453
falling,CogVideo,single_frame_conditioning,plain,119,0.28891703963275905,0.08919975633867192,0.19971728329408717,0.42016806722689076,0.30873830235853605,0.6912616976414641
falling,LTX,multi_frame_conditioning,enhanced,119,0.2998287914351203,0.10058545606532225,0.19924333536979805,0.3697478991596639,0.3354763082753774,0.6645236917246226
falling,LTX,multi_frame_conditioning,plain,73,0.21614502423832863,0.07061855665512799,0.14552646758320062,0.5616438356164384,0.32671840077734865,0.6732815992226513
falling,LTX,single_frame_conditioning,enhanced,119,0.29010355133742416,0.0713448238712409,0.21875872746618327,0.40336134453781514,0.24592881935546723,0.7540711806445328
falling,LTX,single_frame_conditioning,plain,119,0.3202458375381185,0.09623271383891022,0.2240131236992083,0.3277310924369748,0.3004963767170143,0.6995036232829858
falling,PyramidalFlow,multi_frame_conditioning,enhanced,119,0.34257336305985553,0.09100846772773864,0.25156489533211684,0.3697478991596639,0.2656612496513261,0.7343387503486738
falling,PyramidalFlow,multi_frame_conditioning,plain,73,0.2917662879480169,0.07404618678588291,0.21772010116213403,0.4794520547945205,0.25378595761233214,0.746214042387668
falling,PyramidalFlow,single_frame_conditioning,enhanced,119,0.2907514442440558,0.05198370869985358,0.23876773554420228,0.42016806722689076,0.17879088729897633,0.8212091127010238
falling,PyramidalFlow,single_frame_conditioning,plain,119,0.28449736931937164,0.04823827205951437,0.23625909725985722,0.3949579831932773,0.169556126915757,0.8304438730842428
falling,WAN-2.1,keyframe_interpolation,enhanced,119,0.46541971400628934,0.09672140489628497,0.36869830911000434,0.025210084033613446,0.20781544482444925,0.7921845551755506
falling,WAN-2.1,keyframe_interpolation,plain,76,0.49892739480616993,0.11949477998658366,0.37943261481958623,0.02631578947368421,0.23950334503681964,0.7604966549631803
falling,WAN-2.1,single_frame_conditioning,enhanced,119,0.3561374365506694,0.12789310424334122,0.22824433230732816,0.3445378151260504,0.35911165498925374,0.6408883450107463
falling,WAN-2.1,single_frame_conditioning,plain,119,0.3621820208087126,0.13300683618937761,0.22917518461933498,0.31932773109243695,0.36723754506749945,0.6327624549325005
holonomic pendulum,COSMOS-predict1,multi_frame_conditioning,enhanced,8,0.31018687578274284,0.3155900938668185,0.144519129944337,0.23809523809523808,1.0174192350029023,0.46590987958355545
holonomic pendulum,COSMOS-predict1,multi_frame_conditioning,plain,5,0.13765924863858042,0.3120721534705277,0.06425400266978938,0.21052631578947367,2.2669900973371013,0.46676124782931244
holonomic pendulum,COSMOS-predict1,single_frame_conditioning,enhanced,29,0.37911657148373185,0.23836098557558646,0.2027468881850992,0.34146341463414637,0.6287274245035599,0.534787723447745
holonomic pendulum,COSMOS-predict1,single_frame_conditioning,plain,33,0.2777045290552545,0.18436724634810556,0.14820235449423075,0.5121951219512195,0.6638971534793451,0.5336692022935756
holonomic pendulum,COSMOS-predict2,multi_frame_conditioning,enhanced,8,0.1655236095267638,0.3016265275175561,0.07182496456158463,0.2857142857142857,1.8222568271675201,0.4339257992677542
holonomic pendulum,COSMOS-predict2,multi_frame_conditioning,plain,7,0.2354886711080013,0.34205437864517735,0.10797337194911864,0.25,1.4525300815354392,0.45850771266868806
holonomic pendulum,COSMOS-predict2,single_frame_conditioning,enhanced,28,0.2641886659126413,0.20646685261175457,0.1327538866122387,0.3902439024390244,0.7815129082033615,0.5024965251769588
holonomic pendulum,COSMOS-predict2,single_frame_conditioning,plain,30,0.23543577487225928,0.170658824084933,0.12785898304891222,0.4634146341463415,0.7248636031526118,0.5430737241113202
holonomic pendulum,CogVideo,keyframe_interpolation,enhanced,28,0.5885993015427385,0.3812702520462028,0.24714378286360714,0.17073170731707318,0.6477585872882973,0.4198846009769889
holonomic pendulum,CogVideo,keyframe_interpolation,plain,23,0.43359085975812445,0.33948624099491836,0.19333818708012335,0.2682926829268293,0.7829644775821574,0.4459000523857345
holonomic pendulum,CogVideo,multi_frame_conditioning,enhanced,6,0.2717150149204794,0.3146776373608858,0.11358616064580118,0.19047619047619047,1.158116482642595,0.41803416965765955
holonomic pendulum,CogVideo,multi_frame_conditioning,plain,5,0.18023934348316517,0.2731124770899159,0.15083676048514866,0.15,1.515276697151448,0.836869229382414
holonomic pendulum,LTX,multi_frame_conditioning,enhanced,5,0.16729590536160294,0.304187114471396,0.07840087887061645,0.19047619047619047,1.8182579771687095,0.46863596990707157
holonomic pendulum,LTX,multi_frame_conditioning,plain,4,0.14592691639307892,0.3070205618197338,0.049669903623044714,0.14285714285714285,2.1039337320931377,0.34037520185275755
holonomic pendulum,LTX,single_frame_conditioning,enhanced,1,0.0,0.3271617399983581,0.0,0.05555555555555555,0.0,0.0
holonomic pendulum,LTX,single_frame_conditioning,plain,4,0.0,0.2778140630674848,0.0,0.2222222222222222,0.0,0.0
holonomic pendulum,PyramidalFlow,multi_frame_conditioning,enhanced,4,0.5106153982640722,0.2483578835815263,0.33614256856181984,0.047619047619047616,0.4863893341757085,0.6583087186649604
holonomic pendulum,PyramidalFlow,multi_frame_conditioning,plain,4,0.29887586768769037,0.238493761180904,0.21108091089244274,0.1,0.79796928077886,0.7062494289870578
holonomic pendulum,WAN-2.1,keyframe_interpolation,enhanced,23,0.8146235561905932,0.41163077542896553,0.3869032867520678,0.0,0.5053018321172368,0.47494733464538563
holonomic pendulum,WAN-2.1,keyframe_interpolation,plain,14,0.6666444479427671,0.3682542923405597,0.324445993252026,0.06666666666666667,0.5523998489404282,0.48668521016450494
holonomic pendulum,WAN-2.1,single_frame_conditioning,enhanced,29,0.4046433371817577,0.2587937687978022,0.20994909827092428,0.3,0.6395601879923138,0.5188497597246222
holonomic pendulum,WAN-2.1,single_frame_conditioning,plain,7,0.0,0.268476615793517,0.0,0.3888888888888889,0.0,0.0
non_holonomic,COSMOS-predict1,multi_frame_conditioning,enhanced,3,0.0,0.0,0.3892833823815227,0.15,0.0,0.0
non_holonomic,COSMOS-predict1,multi_frame_conditioning,plain,2,0.0,0.0,0.42280139677654416,0.1,0.0,0.0
non_holonomic,COSMOS-predict1,single_frame_conditioning,enhanced,20,0.6140277473922997,0.27022479760514095,0.34380294978715875,0.15,0.4400856455636613,0.5599143544363387
non_holonomic,COSMOS-predict1,single_frame_conditioning,plain,20,0.626358110955406,0.27889922365117953,0.3474588873042264,0.15,0.44527119354416084,0.5547288064558392
non_holonomic,COSMOS-predict2,multi_frame_conditioning,enhanced,9,0.0,0.0,0.26223264534644064,0.45,0.0,0.0
non_holonomic,COSMOS-predict2,multi_frame_conditioning,plain,3,0.0,0.0,0.3998576426000854,0.15,0.0,0.0
non_holonomic,COSMOS-predict2,single_frame_conditioning,enhanced,20,0.6860082319960363,0.39233340106095466,0.2936748309350816,0.05,0.5719077159167698,0.42809228408323013
non_holonomic,COSMOS-predict2,single_frame_conditioning,plain,20,0.7344026436319234,0.43171089746663505,0.3026917461652885,0.0,0.5878395199282602,0.41216048007173994
non_holonomic,CogVideo,keyframe_interpolation,enhanced,20,0.6965285322382553,0.40929606720030637,0.2872324650379489,0.1,0.5876228298718166,0.4123771701281835
non_holonomic,CogVideo,keyframe_interpolation,plain,20,0.5175923284995014,0.30816522065028285,0.2094271078492186,0.3,0.5953821254338387,0.4046178745661613
non_holonomic,CogVideo,multi_frame_conditioning,enhanced,0,,,0.24561378533811626,0.0,0.0,0.0
non_holonomic,CogVideo,multi_frame_conditioning,plain,0,,,0.2362077733647993,0.0,0.0,0.0
non_holonomic,CogVideo,single_frame_conditioning,enhanced,19,0.6503141798602756,0.45875858287883714,0.18813269817515405,0.05,0.7054414575081301,0.2892950884379849
non_holonomic,CogVideo,single_frame_conditioning,plain,20,0.6154088066345847,0.40721572123940347,0.2081930853951813,0.1,0.6616995350883865,0.33830046491161353
non_holonomic,LTX,multi_frame_conditioning,enhanced,1,0.0,0.0,0.3824254030248536,0.05,0.0,0.0
non_holonomic,LTX,multi_frame_conditioning,plain,1,0.0,0.0,0.37979892242825647,0.05,0.0,0.0
non_holonomic,LTX,single_frame_conditioning,enhanced,20,0.273093942498782,0.085582041250628,0.18751190124815395,0.55,0.31337949303291374,0.6866205069670861
non_holonomic,LTX,single_frame_conditioning,plain,20,0.32904506061595323,0.13356041006121092,0.19548465055474232,0.45,0.4059030997492975,0.5940969002507025
non_holonomic,PyramidalFlow,multi_frame_conditioning,enhanced,11,0.0,0.0,0.20839782626245684,0.55,0.0,0.0
non_holonomic,PyramidalFlow,multi_frame_conditioning,plain,8,0.0,0.0,0.28158718744894357,0.4,0.0,0.0
non_holonomic,PyramidalFlow,single_frame_conditioning,enhanced,20,0.4628231514120539,0.22689230482316072,0.23593084658889318,0.35,0.49023542606051984,0.5097645739394802
non_holonomic,PyramidalFlow,single_frame_conditioning,plain,20,0.5087667506730886,0.28620768789477447,0.22255906277831414,0.35,0.562551871788255,0.43744812821174495
non_holonomic,WAN-2.1,keyframe_interpolation,enhanced,13,0.6218268272012857,0.43005140582859713,0.18762825298625346,0.07142857142857142,0.6915935225312967,0.30173714735134466
non_holonomic,WAN-2.1,single_frame_conditioning,enhanced,20,0.682162212125344,0.4105911543488494,0.2715710577764946,0.05,0.6018966560308463,0.39810334396915364
non_holonomic,WAN-2.1,single_frame_conditioning,plain,0,,,0.4221639854074171,0.0,0.0,0.0
projectile,COSMOS-predict1,multi_frame_conditioning,enhanced,30,0.03879810772445662,0.019550875669981316,0.019247232054475306,0.9333333333333333,0.5039131240325235,0.4960868759674766
projectile,COSMOS-predict1,multi_frame_conditioning,plain,28,0.3230218740369078,0.1480854559327533,0.17493641810415445,0.2857142857142857,0.45843785772796725,0.5415621422720326
projectile,COSMOS-predict1,single_frame_conditioning,enhanced,50,0.23297876403094253,0.11864415695800049,0.11433460707294203,0.7,0.509248804076594,0.49075119592340594
projectile,COSMOS-predict1,single_frame_conditioning,plain,50,0.26273855935349016,0.11304296250363816,0.149695596849852,0.52,0.4302488480632545,0.5697511519367455
projectile,COSMOS-predict2,multi_frame_conditioning,enhanced,30,0.3249427207289472,0.15264864963024186,0.17229407109870537,0.5,0.46977094697737387,0.5302290530226262
projectile,COSMOS-predict2,multi_frame_conditioning,plain,28,0.54335406340135,0.25813150859923045,0.28522255480211955,0.17857142857142858,0.4750705405299618,0.5249294594700383
projectile,COSMOS-predict2,single_frame_conditioning,enhanced,50,0.32178875898592346,0.1285828572702368,0.1932059017156867,0.48,0.39958778446907034,0.6004122155309297
projectile,COSMOS-predict2,single_frame_conditioning,plain,50,0.3730395970649853,0.17561925902987163,0.1974203380351137,0.46,0.47077913554382783,0.5292208644561722
projectile,CogVideo,keyframe_interpolation,enhanced,50,0.581576950083966,0.31975726565354934,0.2618196844304167,0.18,0.5498107612541795,0.45018923874582045
projectile,CogVideo,keyframe_interpolation,plain,50,0.47270447082369027,0.25629802317000355,0.2164064476536867,0.28,0.5421950478348613,0.4578049521651386
projectile,CogVideo,multi_frame_conditioning,enhanced,50,0.2567841732694336,0.12854744937644502,0.12823672389298857,0.56,0.5006050323886793,0.4993949676113208
projectile,CogVideo,multi_frame_conditioning,plain,48,0.4151524635493466,0.21306367624312897,0.20208878730621763,0.3541666666666667,0.5132179017355233,0.4867820982644767
projectile,CogVideo,single_frame_conditioning,enhanced,50,0.2820602551231878,0.14606063111589887,0.1359996240072889,0.6,0.5178348543012837,0.4821651456987162
projectile,CogVideo,single_frame_conditioning,plain,50,0.17277582156470483,0.09360453662148764,0.07917128494321721,0.72,0.541768725356242,0.4582312746437581
projectile,LTX,multi_frame_conditioning,enhanced,50,0.14704582050173168,0.0847026744862332,0.062343146015498487,0.74,0.5760291193399523,0.4239708806600478
projectile,LTX,multi_frame_conditioning,plain,48,0.2447562341161579,0.1452746200881774,0.0994816140279805,0.625,0.5935481913781697,0.4064518086218303
projectile,LTX,single_frame_conditioning,enhanced,50,0.2991974484103284,0.16559708092806036,0.13360036748226806,0.62,0.5534708995945564,0.4465291004054436
projectile,LTX,single_frame_conditioning,plain,50,0.28861406943415596,0.15508355551344605,0.13353051392070994,0.62,0.5373388616067679,0.46266113839323214
projectile,PyramidalFlow,multi_frame_conditioning,enhanced,50,0.09125030951871882,0.04152436735487285,0.04972594216384595,0.84,0.45506001649621436,0.5449399835037855
projectile,PyramidalFlow,multi_frame_conditioning,plain,45,0.18225241737817705,0.08572755998226149,0.09652485739591557,0.7111111111111111,0.4703781777795312,0.5296218222204688
projectile,PyramidalFlow,single_frame_conditioning,enhanced,50,0.40085555046956,0.20709164657645626,0.19376390389310377,0.5,0.5166241214169799,0.4833758785830202
projectile,PyramidalFlow,single_frame_conditioning,plain,50,0.2985259519628185,0.15166383927071275,0.14686211269210575,0.62,0.5080423938807254,0.4919576061192746
projectile,WAN-2.1,keyframe_interpolation,enhanced,50,0.704045248997476,0.3715056382470876,0.3325396107503883,0.06,0.5276729567823836,0.4723270432176163
projectile,WAN-2.1,keyframe_interpolation,plain,36,0.7116769252407229,0.3713155651178579,0.340361360122865,0.0,0.521747371522916,0.4782526284770841
projectile,WAN-2.1,single_frame_conditioning,enhanced,45,0.3262292527103554,0.15307875226957607,0.17315050044077934,0.4888888888888889,0.4692367437860882,0.5307632562139117
projectile,WAN-2.1,single_frame_conditioning,plain,27,0.23050431513909478,0.10194455005368765,0.12855976508540715,0.6296296296296297,0.44226742563222976,0.5577325743677704
